Component,Mean,SD,Total Available,NBR,Pref Index,Expected,Enrichment Ratio,SNR,CV,Rel Contribution
Spike,0.01775349948787982,0.11525847098601565,29,0.0006121896375130972,0.4975373959014321,0.0014624527947452203,12.139536777987235,0.1540320579997444,6.492155029193075,12.139536777987235
Mucin,1.4172072379651761,1.1500246076103222,345,0.004107847066565728,3.338520299956439,0.01739814531679659,81.45737445915974,1.2323277507166064,0.8114724345195454,81.45737445915974
D Mucin,0.3847729600546261,0.6976558792702295,147,0.0026175031296233066,2.127291301706764,0.007413122787156807,51.90430148024029,0.5515225650461241,1.8131624404458764,51.90430148024029
Q Mucin,0.3919426425401161,0.5207404125129823,101,0.0038806202231694664,3.1538490069212646,0.005093370078250596,76.95153435124735,0.752664154964821,1.328613822517879,76.95153435124735
T Mucin,0.6404916353704336,1.0134921736647746,97,0.006603006550210656,5.366380746752879,0.004891652451389185,130.93563815813198,0.6319650531236212,1.5823659790320495,130.93563815813195
Albumin,0.3123933082963469,0.589923749726821,550,0.0005679878332660853,0.46161380420435333,0.027736173693443836,11.263028265870327,0.5295486212260626,1.8884007245353644,11.263028265870327
M Prot,0.0,0.0,720,0.0,0.0,0.03630917283505375,0.0,,,0.0
E Prot,0.0,0.0,20,0.0,0.0,0.0010085881343070485,0.0,,,0.0
DPPG,11.438716285421645,3.613786913695282,24807,0.000461108408329167,0.37475099650545746,1.2510022923877475,9.14364134664289,3.1652990501659026,0.3159259154194568,9.14364134664289
DPPC,104.248890406282,17.187644958349537,236055,0.00044162966429976913,0.35892027513097186,11.904113602192517,8.757383698613333,6.065338832568753,0.16487125082449622,8.757383698613333
CHL,4.014339364970978,1.8737835043903528,21213,0.00018923958728001594,0.15379837502516788,1.069759004652771,3.7525642200824265,2.1423709599135727,0.4667725705357497,3.752564220082426
CAL,1.9320587231136908,0.4717325933287518,44827,4.310033513538025e-05,0.03502840817895633,2.2605990148291033,0.8546667102125365,4.095665108658781,0.2441605877115946,0.8546667102125365
CLA,162.41106179583474,7.49334652662568,4885636,3.324256285073934e-05,0.027016821488574597,246.37972490716757,0.6591900443797839,21.674035922234317,0.0461381536686552,0.659190044379784
SOD,210.32536701946051,6.477786823950122,4627417,4.545200206064431e-05,0.0369396496739553,233.35789393453598,0.9012995595446333,32.46870771384927,0.030798885154688736,0.9012995595446333
MG,1.0539433253670194,0.299282369643865,27281,3.863286995956964e-05,0.03139761985185795,1.3757646446015295,0.7660782165777192,3.5215683657583075,0.28396438635791404,0.7660782165777192
POT,8.150904745646978,0.7590884370709725,179254,4.547125724194148e-05,0.036955298701925,9.039672871353785,0.9016813840107795,10.737753794667396,0.09312934707970506,0.9016813840107795
